1985;Marguerite Duras;L'Amant;情人;Chinois;Dongliang WANG;
1986;Marguerite Duras;L'Amant;情人;Chinois;Mingpei DAI;
2007;;La Philosophie dans le boudoir;Filosofía de tocador;Espagnol;Mario Nistal;Jorge A. Mestas
2000;;Art et technique au XIXe et XX siècles;Art and Technology in the 19th and 20th Centuries;Anglais;Randall Cherry;Zone Books
1998;Andrei Makine;Le Crime d'Olga Arbélina;Olga Arbelina bűne : regény;Hongrois;Margit SZOBOSZLAI;Ovo Ab
2002;Andrei Makine;Le Crime d'Olga Arbélina;奧嘉之罪;Chinois;林長杰 LIN Chang Jie;皇冠文化出版有限公司
2007;Virginie Despentes;King Kong Théorie;Teoría King Kong;Espagnol;Beatriz Preciado;Melusina
1999;Hector Bianciotti;Ce que la nuit raconte au jour;밤이 낮에게 하는 이야기;Coréen;KIM Namju 김남주;Premium Books 프리미엄북스
1995;Hector Bianciotti;Ce que la nuit raconte au jour;What the Night Tells the Day;Anglais;Linda Coverdale;The New Press
1996;Hector Bianciotti;Ce que la nuit raconte au jour;What the Night Tells the Day;Anglais;Linda Coverdale;The New Press
2000;Hector Bianciotti;Ce que la nuit raconte au jour;夜对昼如是说;Chinois;Xiaofeng WANG;华夏出版社
1992;;Femmes d'Alger dans leur appartement;Women of Algiers in their Apartment;Anglais;Marjolijn De Jager;University of Virginia Press
1999;;Femmes d'Alger dans leur appartement;Women of Algiers in their Apartment;Anglais;Marjolijn De Jager;University of Virginia Press
2008;;Face devant contre;Face Before Against;Anglais;Sarah Riggs;Litmus Press
2007;Jean-Euphèle Milce;L'Alphabet des nuits;Alphabet of the Night;Anglais;Christopher Moncrieff;Pushkin Press
1997;Annie Ernaux;Une femme;امرأة وعشق بسيط;Arabe;Hoda Hussein;دار شرقيات
2002;Andrei Makine;La Musique d'une vie;生命的樂章;Chinois;顏湘如 YEN Hsiang Ju;
2007;;Le Jeu de la Guerre;A Game of War;Anglais;Donald Nicholson-Smith;Atlas Press
2008;Lucien Ginsburg Gainsbourg;Evguénie Sokolov;Evguénie Sokolov;Espagnol;Guillermo López Gallego;A. Machado Libros
2001;Patrick Modiano;Catherine Certitude;Catherine Certitude;Anglais;William Rodarmor;David R. Godine, Publisher
1995;Patrick Modiano;Catherine Certitude;戴眼鏡的女孩;Chinois;邱瑞鑾 CHIU Jui Luan;時報出版
2008;Stéphane Audeguy;La Théorie des Nuages;A teoria das nuvens;Portugais;Carlos Correia Monteiro de Oliveira;Teorema
2002;Michel Henry;C'est moi la vérité;I Am the Truth;Anglais;Susan Emanuel;
2008;;Les Trois Brigands;The Three Robbers;Anglais;Tomi Ungerer;Phaidon
1998;François Jullien;Le Détour et l'accès;迂回与进入;Chinois;Xiaozhen DU;生活·读书·新知三联书店
1992;Clément Marchand;Courriers des villages;Vanishing Villages;Anglais;David Homel;Guernica Editions
2008;Guy de Maupassant;Sur l'eau;Afloat;Anglais;Douglas Parmée;
2007;Irene Nemirovsky;Suite Française;Suite francesa;Catalan;Anna Casassas;RBA Libros
2007;Irene Nemirovsky;Suite Française;Suite francesa;Espagnol;José Antonio Soriano Marco;Círculo de lectores
2009;Irene Nemirovsky;Suite Française;法蘭西組曲;Chinois;蔡孟貞 TSAI Meng Chen;聯經出版公司
1990;Jovette Marchessault;Des cailloux blancs pour les forêts obscures;White Pebbles in the Dark Forests;Anglais;Yvonne M. Klein;Talonbooks
2002;Maurice Blanchot;Aminadab;Aminadab;Anglais;Jeff Fort;Bison Books
2004;Jacques Derrida;Papier machine;Papel-Maquina ;Portugais;Evando Nascimento;Estação Liberdade
1994;Nicole Loraux;L'Invention d'Athènes;Invenção de Atenas;Portugais;Lílian do Valle;Editora 34
1996;Sylvie Germain;Le Livre des nuits;The Book of Nights;Anglais;Christine Donougher;David R. Godine, Publisher
2005;;Ce cher Wilkinson;Clifton: My Dear Wilkinson;Anglais;Luke Spear;Cinebook Ltd
2008;Guy Debord;La planète malade;A Sick Planet;Anglais;Donald Nicholson-Smith;Seagull Books
2007;François Berthier;Le Jardin du Ryoanji;El jardín zen;Espagnol;Carmen Artal;Gustavo Gili
2007;Daniel Tanguay;Léo Strauss;Leo Strauss;Anglais;Christopher Nadon;
2008;;French Theory;French Theory;Anglais;Jeff Fort;
2003;Joris-Karl Huysmans;A vau-l'eau;With the Flow;Anglais;Andrew Brown;
2006;;Camus à combat;Camus at Combat;Anglais;Arthur Goldhammer;
2001;Louis Marin;De la représentation;On Representation;Anglais;Catherine Porter;
2001;Louis Marin;De la représentation;On Representation;Anglais;Catherine Porter;
2001;;Confidence pour Confidence;Trading Secrets;Anglais;Betsy Wing;University of Nebraska Press
2001;;Confidence pour Confidence;Trading Secrets;Anglais;Betsy Wing;Bison Books
1995;Tahar Ben Jelloun;L'Homme rompu;المرتشي;Arabe;Moubarak Ouassat;دار توبقال
1998;Tahar Ben Jelloun;L'Homme rompu;腐败者;Chinois;Lianying WANG;华夏出版社
2006;Yasmina Reza;Le dieu du carnage;The God of Carnage;Anglais;Christopher Hampton;Faber and Faber
1999;;Compère Général Soleil;General Sun, my Brother;Anglais;Carroll F. Coates;University of Virginia Press
1999;;Compère Général Soleil;General Sun, my Brother;Anglais;Carroll F. Coates;University of Virginia Press
1991;Léo Malet;Du rébecca rue des Rosiers;Mayhem in the Marais;Anglais;Alex Buchet;Pan Books
1994;Maurice Lever;Donatien Alphonse François, Marquis de Sade;Sade;Anglais;Arthur Goldhammer;Harcourt Books
2007;Jean-Noël Jeanneney;Quand Google dï¿½fie lÂ'Europe;Google and the Myth of Universal Knowledge;Anglais;Teresa Lavender Fagan;University of Chicago Press
2004;Hervé Le Guyader;Etienne Geoffroy Saint-Hilaire (1772-1844);Geoffroy Saint-Hilaire;Anglais;Marjorie Grene;University of Chicago Press
2002;Michel Tremblay;Douze coups de théâtre;Twelve Opening Acts;Anglais;Sheila Fischman;Talonbooks
2005;Georges Simenon;Maigret et l'affaire Nahour;Maigret és a hazudós szeretők;Hongrois;Róbert BOGNÁR;Park
1999;;Ecrits sur la Psychanalyse - Freud et Lacan;Ecrits sur la Psychanalyse - Freud et Lacan;Français;Jeffrey Mehlmann;
1996;;Ecrits sur la Psychanalyse - Freud et Lacan;Writings on Psychoanalysis;Anglais;Jeffrey Mehlmann;
2007;Eric Lambin;La terre sur un fil;The Middle Path;Anglais;Malcolm De Bevoise;University of Chicago Press
2006;;Zayde, une histoire espagnole;Zayde;Anglais;Nicholas D. Paige;University of Chicago Press
2002;Pierre Teilhard de Chardin;Comment je crois;Christianity and Evolution;Anglais;René Hague;Harvest/HBJ Book
2008;Alain Badiou;Le Nombre et les nombres;Number and Numbers;Anglais;Robin Mackay;
1994;Geneviève Duboscq;Bye bye, Geneviève;My Longest Night;Anglais;Richard S. Woodward;Arcade Publishing
2005;Jacques Lacan;Ecrits;Ecrits;Anglais;Bruce Fink;
2007;Jacques Lacan;Ecrits;Ecrits;Anglais;Bruce Fink;
2008;Jacques Lacan;Ecrits;Escritos Malévich;Espagnol;Miguel Etayo;Síntesis
2001;Jacques Lacan;Ecrits;拉康选集;Chinois;Xiaoquan CHU;
2004;;Dialogues and Addresses;Dialogues and Addresses;Anglais;John J. Conley;University of Chicago Press
2004;;Dialogues and Addresses;Dialogues and addresses;Anglais;John J. Conley;University of Chicago Press
2002;Jean-Luc Marion;Etant donné;Being Given;Anglais;Jeffrey L. Koskey;
2008;Jean-Luc Marion;Etant donné;Siendo dado;Espagnol;Javier Bassas Vila;Síntesis
1994;Emmanuel Levinas;A l'heure des Nations;In the Time of the Nations;Anglais;Michael B. Smith;Indiana University Press
2007;Pierre Rosanvallon;Democracy Past and Future;Democracy Past And Future;Anglais;Samuel Moyn;
1995;Jean Giono;Le Serpent d'étoiles;A Serpente de estrelas;Portugais;Estela dos Santos Abreu,Maria L. Borges,Roberto Lacerda;Contraponto
1995;Anka Muhlstein;Cavelier de La Salle;La Salle;Anglais;Willard Wood;Arcade Publishing
1995;Anka Muhlstein;Cavelier de La Salle;La Salle;Anglais;Willard Wood;Arcade Publishing
1995;;Delphine;Delphine;Anglais;Avriel H. Goldberger;Northern Illinois University Press
1995;;Delphine;Delphine;Anglais;Avriel H. Goldberger;Northern Illinois University Press
2007;Nicolas Boileau;Selected Poems;Selected Poems;Anglais;Burton Raffel;
2000;Patrick Rambaud;La Bataille;战役;Chinois;Quan YU;人民文学出版社
2008;Agnès Desarthe;Mangez-moi;Chez Moi;Anglais;Adriana Hunter;Penguin Non-Classics
2002;Sophie Cottin;Claire d'Albe;Claire d'Albe;Anglais;Margaret Cohen;Modern Language Association
2005;Nicolle Rosen;Martha F.;Martha Freud;Portugais;Paula Reis;Teorema
2007;;La plus Belle Histoire du monde;La història més bella del món;Catalan;Xavier Dilla;edicions 62
1998;;La plus Belle Histoire du monde;أجمل تاريخ للكون;Arabe;Moussa Dib El-Khoury;أكاديميا انترناشينول
2008;Michel Tournier;Vendredi ou la vie sauvage;Venres ou a vida salvaxe;Galicien;Gustavo Luca de Tena;Edicións Xerais de Galicia
2004;Michel Tournier;Vendredi ou la vie sauvage;جمعة أو حياة الفطرة;Arabe;Taïeb Ben Rejeb;دار الجنوب للنشر
1986;Michel Tournier;Vendredi ou la vie sauvage;星期五或原始生活：鲁滨孙漂流新记;Chinois;Zhixuan CHEN;
2008;Marcianne Blévis;La jalousie, Délices et tourments;Jealousy, Love's Favorite Decoy;Anglais;Olivia Heal;
2005;Hervé Jubert;Le Quadrille des assassins;驅魔偵探1：殺手方舞;Chinois;謝蕙心 HSIEH Hui Hsin;奇幻基地
1997;;Entrées clownesques;Clown Scenes;Anglais;Bernard Sahlins;Ivan R. Dee
2008;Daniel Pennac;L'oeil du Loup;El ojo del lobo;Espagnol;Brigitte del Castillo;Luis Vives
2004;Jacques Lacan;Ecrits - Sélections;Ecrits - A Selection;Anglais;- Collectif;
2002;Jacques Lacan;Ecrits - Sélections;Ecrits - Sélections;Français;Bruce Fink;
1992;Jean-Claude Derian;La Grande Panne de la technologie américaine;America's Struggle for Leadership in Technology;Anglais;Severen Schaeffer;MIT Press
